Ticket ID,Ticket Type,Ticket Class,Base Price,Age,Discount Category,Final Price,Journey Status,Refund Request,Delay Reason,Payment Method,Method,Start Station,End Station,Journey Date,Gender
TKT1000190,7 Days,Standard,40,40,Adult,40.0,Cancelled,Yes,,Card,Darb App,SABB,Al Oruba,2024-12-26,Male
TKT1000191,7 Days,Standard,40,14,School Student,20.0,On Time,No,,Cash,TVM,Al Batha,Olaya,2025-02-11,Male
TKT1000192,3 Days,Standard,20,12,School Student,10.0,Delayed,No,Maintenance,Card,Gate Payment,Al Batha,STC,2025-01-29,Female
TKT1000193,7 Days,Standard,40,45,Adult,40.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,Bank Albilad,Al Oruba,2024-12-17,Male
TKT1000194,2 Hours,Standard,4,52,Adult,4.0,On Time,No,,Card,Gate Payment,Qasr Al Hokm,Ad Dar Al Baida,2025-04-27,Female
TKT1000195,7 Days,First Class,100,29,University Student,50.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,STC,SABB,2024-12-28,Male
TKT1000196,1 Month,Standard,140,48,Adult,140.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Manfouha,Al Aziziyah,2025-04-25,Male
TKT1000197,2 Hours,First Class,10,60,Senior,5.0,Cancelled,Yes,,Apple Pay,Ticket Office,Bank Albilad,KAFD,2025-02-22,Female
TKT1000198,3 Days,First Class,50,63,Senior,25.0,Cancelled,Yes,,Card,TVM,Al Dhubab,KAFD,2025-04-23,Male
TKT1000199,7 Days,First Class,100,70,Senior,50.0,Cancelled,Yes,,Card,TVM,Al Worood,Bank Albilad,2024-12-17,Female
TKT1000200,2 Hours,First Class,10,35,Adult,10.0,Delayed,No,Technical Issue,Apple Pay,Ticket Office,Al Yarmouk,Qasr Al Hokm,2025-03-17,Female
TKT1000201,1 Month,First Class,350,28,University Student,175.0,Delayed,No,Technical Issue,Cash,TVM,Al Yarmouk,King Saud,2025-04-02,Male
TKT1000202,7 Days,Standard,40,74,Senior,20.0,Delayed,No,Technical Issue,Apple Pay,TVM,Al Oruba,Sulaimaniah,2025-03-23,Male
TKT1000203,2 Hours,Standard,4,65,Senior,2.0,Delayed,No,Maintenance,Card,Darb App,Al Yarmouk,Imam University,2025-02-22,Male
TKT1000204,1 Month,First Class,350,46,Adult,350.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Murabba,Manfouha,2025-02-22,Female
TKT1000205,1 Month,Standard,140,62,Senior,70.0,Cancelled,Yes,,Card,Darb App,Olaya,Qasr Al Hokm,2025-02-16,Male
TKT1000206,2 Hours,Standard,4,44,Adult,4.0,Cancelled,Yes,,Apple Pay,Gate Payment,KAFD,National Museum,2025-04-23,Male
TKT1000207,2 Hours,Standard,4,72,Senior,2.0,Cancelled,Yes,,Card,Gate Payment,Al Batha,Sulaimaniah,2025-02-22,Female
TKT1000208,3 Days,First Class,50,5,Child,0.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Al Muruj,Olaya,2025-04-09,Female
TKT1000209,7 Days,First Class,100,5,Child,0.0,On Time,No,,Apple Pay,Gate Payment,Qasr Al Hokm,Al Rabi,2025-03-12,Male
TKT1000210,3 Days,First Class,50,37,Adult,50.0,Delayed,No,Technical Issue,Card,Gate Payment,Al Rabi,Olaya,2025-04-25,Female
TKT1000211,2 Hours,First Class,10,52,Adult,10.0,Delayed,No,Technical Issue,Card,Darb App,King Saud,Al Muruj,2024-12-17,Male
TKT1000212,2 Hours,Standard,4,3,Child,0.0,Cancelled,Yes,,Cash,TVM,West Station,KKIA,2025-02-05,Male
TKT1000213,2 Hours,Standard,4,34,Adult,4.0,Cancelled,Yes,,Apple Pay,TVM,Imam University,Olaya,2025-05-03,Male
TKT1000214,1 Month,Standard,140,65,Senior,70.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Al Dooh,Princess Nourah University,2025-04-17,Female
TKT1000215,3 Days,First Class,50,59,Adult,50.0,Delayed,No,Technical Issue,Cash,Ticket Office,KKIA,Sulaimaniah,2024-12-04,Female
TKT1000216,1 Month,First Class,350,55,Adult,350.0,Cancelled,Yes,,Card,Gate Payment,Ministry of Interior,Alinma,2025-05-02,Female
TKT1000217,7 Days,Standard,40,6,Child,0.0,Delayed,No,Technical Issue,Apple Pay,TVM,Al Dooh,Al Dhubab,2025-03-05,Female
TKT1000218,3 Days,First Class,50,36,Adult,50.0,Cancelled,Yes,,Apple Pay,Ticket Office,Olaya,King Fahad District,2025-01-09,Female
TKT1000219,1 Month,Standard,140,53,Adult,140.0,Cancelled,Yes,,Apple Pay,Darb App,National Museum,STC,2025-04-07,Male
TKT1000220,3 Days,First Class,50,70,Senior,25.0,Cancelled,Yes,,Apple Pay,Gate Payment,Qasr Al Hokm,Manfouha,2025-03-13,Female
TKT1000221,7 Days,Standard,40,19,University Student,20.0,Delayed,No,Technical Issue,Cash,TVM,Qasr Al Hokm,KKIA,2024-12-02,Female
TKT1000222,2 Hours,First Class,10,37,Adult,10.0,On Time,No,,Apple Pay,Gate Payment,King Fahad District,King Fahad District 2,2025-01-27,Female
TKT1000223,1 Month,First Class,350,18,School Student,175.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,STC,Imam University,2025-04-07,Male
TKT1000224,2 Hours,Standard,4,37,Adult,4.0,Cancelled,Yes,,Card,Darb App,Al Nuzha,Imam University,2025-02-22,Female
TKT1000225,2 Hours,Standard,4,12,School Student,2.0,Delayed,No,Maintenance,Apple Pay,TVM,Al Oruba,STC,2025-02-09,Female
TKT1000226,7 Days,Standard,40,55,Adult,40.0,On Time,No,,Card,Darb App,Bank Albilad,Al Aziziyah,2025-01-18,Female
TKT1000227,1 Month,Standard,140,78,Senior,70.0,On Time,No,,Card,Darb App,Olaya,Al Yarmouk,2025-02-26,Male
TKT1000228,3 Days,Standard,20,7,School Student,10.0,Cancelled,Yes,,Cash,TVM,Al Dooh,Al Muruj,2025-03-18,Male
TKT1000229,7 Days,Standard,40,39,Adult,40.0,On Time,No,,Apple Pay,Gate Payment,KAFD,Ad Dar Al Baida,2025-05-03,Male
TKT1000230,1 Month,First Class,350,58,Adult,350.0,Delayed,No,Technical Issue,Card,Darb App,Al Dooh,Ministry of Interior,2025-01-18,Female
TKT1000231,7 Days,Standard,40,66,Senior,20.0,Delayed,No,Technical Issue,Cash,TVM,KSU,Al Nuzha,2025-01-12,Male
TKT1000232,1 Month,First Class,350,68,Senior,175.0,On Time,No,,Apple Pay,Gate Payment,Ministry of Interior,SABB,2025-02-14,Female
TKT1000233,1 Month,First Class,350,66,Senior,175.0,On Time,No,,Apple Pay,TVM,Al Oruba,KAFD,2025-01-08,Male
TKT1000234,2 Hours,First Class,10,48,Adult,10.0,Cancelled,Yes,,Cash,TVM,KSU,King Saud,2025-02-22,Male
TKT1000235,7 Days,Standard,40,63,Senior,20.0,On Time,No,,Cash,TVM,Imam University,Al Muruj,2025-04-25,Female
TKT1000236,7 Days,Standard,40,40,Adult,40.0,On Time,No,,Card,Darb App,Al Batha,Qasr Al Hokm,2025-01-22,Female
TKT1000237,2 Hours,First Class,10,13,School Student,5.0,On Time,No,,Card,TVM,Imam University,King Fahad District,2025-02-22,Male
TKT1000238,7 Days,First Class,100,68,Senior,50.0,Cancelled,Yes,,Card,TVM,Al Dooh,KAFD,2025-04-08,Male
TKT1000239,7 Days,First Class,100,51,Adult,100.0,On Time,No,,Apple Pay,Darb App,Al Rabi,Alinma,2025-02-22,Male
TKT1000240,3 Days,Standard,20,80,Senior,10.0,On Time,No,,Card,Ticket Office,King Fahad District,Al Batha,2025-03-17,Female
TKT1000241,7 Days,Standard,40,71,Senior,20.0,Delayed,No,Maintenance,Cash,TVM,King Fahad District,Ad Dar Al Baida,2025-02-22,Male
TKT1000242,2 Hours,First Class,10,16,School Student,5.0,Cancelled,Yes,,Cash,Ticket Office,Princess Nourah University,Olaya,2024-12-05,Male
TKT1000243,1 Month,Standard,140,60,Senior,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Batha,Al Muruj,2025-02-22,Male
TKT1000244,7 Days,First Class,100,6,Child,0.0,On Time,No,,Cash,TVM,Alinma,Al Oruba,2025-03-01,Male
TKT1000245,7 Days,Standard,40,11,School Student,20.0,Delayed,No,Technical Issue,Card,TVM,Al Worood,SABB,2025-01-28,Female
TKT1000246,3 Days,First Class,50,9,School Student,25.0,Cancelled,Yes,,Card,Ticket Office,Qasr Al Hokm,Al Yarmouk,2025-03-06,Male
TKT1000247,3 Days,Standard,20,31,Adult,20.0,Delayed,No,Maintenance,Card,Ticket Office,Al Nuzha,STC,2025-01-23,Male
TKT1000248,2 Hours,First Class,10,76,Senior,5.0,On Time,No,,Apple Pay,Gate Payment,Ministry of Interior,Olaya,2025-04-08,Male
TKT1000249,3 Days,First Class,50,80,Senior,25.0,On Time,No,,Cash,TVM,Ministry of Interior,KKIA,2025-01-26,Female
TKT1000250,1 Month,Standard,140,76,Senior,70.0,On Time,No,,Card,Gate Payment,Princess Nourah University,Al Dhubab,2025-01-31,Female
TKT1000251,1 Month,Standard,140,44,Adult,140.0,Delayed,No,Maintenance,Card,Darb App,King Saud,King Fahad District,2025-01-20,Male
TKT1000252,3 Days,Standard,20,57,Adult,20.0,Cancelled,Yes,,Apple Pay,Darb App,King Fahad Library,Manfouha,2024-12-01,Male
TKT1000253,3 Days,First Class,50,19,University Student,25.0,On Time,No,,Card,TVM,STC,Ghornata,2025-04-09,Female
TKT1000254,2 Hours,First Class,10,19,University Student,5.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Imam University,Ad Dar Al Baida,2025-05-03,Female
TKT1000255,2 Hours,First Class,10,58,Adult,10.0,On Time,No,,Card,Ticket Office,KKIA,King Saud,2025-03-19,Male
TKT1000256,3 Days,First Class,50,10,School Student,25.0,Delayed,No,Maintenance,Apple Pay,Gate Payment,Imam University,Ministry of Interior,2025-02-04,Male
TKT1000257,2 Hours,First Class,10,17,School Student,5.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Al Nuzha,Al Dooh,2025-04-29,Female
TKT1000258,3 Days,Standard,20,70,Senior,10.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,Al Aziziyah,National Museum,2025-02-18,Female
TKT1000259,1 Month,Standard,140,57,Adult,140.0,Cancelled,Yes,,Cash,Ticket Office,Al Batha,Princess Nourah University,2025-01-05,Male
TKT1000260,3 Days,First Class,50,65,Senior,25.0,Cancelled,Yes,,Card,Darb App,King Fahad District 2,National Museum,2025-01-29,Male
TKT1000261,7 Days,First Class,100,3,Child,0.0,Delayed,No,Technical Issue,Card,Ticket Office,Manfouha,King Saud,2025-02-22,Female
TKT1000262,3 Days,First Class,50,71,Senior,25.0,On Time,No,,Apple Pay,Darb App,Al Dooh,KSU,2025-01-31,Male
TKT1000263,1 Month,Standard,140,55,Adult,140.0,On Time,No,,Apple Pay,Ticket Office,Al Dhubab,King Saud,2025-01-05,Female
TKT1000264,2 Hours,First Class,10,37,Adult,10.0,On Time,No,,Apple Pay,Gate Payment,King Fahad District,Imam University,2025-01-06,Female
TKT1000265,7 Days,First Class,100,49,Adult,100.0,On Time,No,,Card,Darb App,Alinma,STC,2025-02-22,Male
TKT1000266,1 Month,Standard,140,12,School Student,70.0,On Time,No,,Apple Pay,TVM,King Saud,Alinma,2025-03-16,Male
TKT1000267,3 Days,First Class,50,25,University Student,25.0,Cancelled,Yes,,Apple Pay,TVM,KSU,Al Muruj,2025-01-05,Male
TKT1000268,3 Days,First Class,50,21,University Student,25.0,Delayed,No,Maintenance,Card,Darb App,Ghornata,Al Murabba,2025-03-31,Female
TKT1000269,2 Hours,Standard,4,8,School Student,2.0,On Time,No,,Card,Gate Payment,Al Nuzha,Princess Nourah University,2025-03-19,Male
TKT1000270,3 Days,First Class,50,65,Senior,25.0,Delayed,No,Maintenance,Apple Pay,Darb App,Alinma,King Fahad District,2025-02-22,Female
TKT1000271,2 Hours,First Class,10,19,University Student,5.0,Delayed,No,Technical Issue,Apple Pay,TVM,Ad Dar Al Baida,King Fahad District 2,2025-02-07,Female
TKT1000272,7 Days,Standard,40,44,Adult,40.0,Cancelled,Yes,,Card,Ticket Office,King Saud,Princess Nourah University,2025-02-26,Male
TKT1000273,2 Hours,First Class,10,21,University Student,5.0,On Time,No,,Card,TVM,Al Oruba,Al Yarmouk,2025-03-16,Female
TKT1000274,1 Month,Standard,140,7,School Student,70.0,Cancelled,Yes,,Apple Pay,Ticket Office,KSU,Alinma,2025-01-17,Female
TKT1000275,3 Days,Standard,20,52,Adult,20.0,On Time,No,,Card,Darb App,Ministry of Interior,Alinma,2025-01-30,Female
TKT1000276,7 Days,Standard,40,3,Child,0.0,Delayed,No,Technical Issue,Cash,TVM,KKIA,KSU,2025-04-24,Male
TKT1000277,1 Month,First Class,350,70,Senior,175.0,On Time,No,,Cash,Ticket Office,Al Worood,Sulaimaniah,2024-12-06,Female
TKT1000278,1 Month,Standard,140,12,School Student,70.0,Cancelled,Yes,,Card,Ticket Office,King Fahad District 2,King Fahad District,2025-02-19,Female
TKT1000279,7 Days,First Class,100,33,Adult,100.0,On Time,No,,Apple Pay,Darb App,Sulaimaniah,Olaya,2024-12-01,Male
TKT1000280,3 Days,Standard,20,51,Adult,20.0,Cancelled,Yes,,Apple Pay,Gate Payment,SABB,KSU,2025-01-11,Female
TKT1000281,3 Days,Standard,20,67,Senior,10.0,Delayed,No,Technical Issue,Card,Ticket Office,SABB,STC,2025-04-28,Female
TKT1000282,2 Hours,Standard,4,78,Senior,2.0,Delayed,No,Maintenance,Apple Pay,Darb App,Princess Nourah University,King Fahad District,2025-05-03,Female
TKT1000283,1 Month,First Class,350,2,Child,0.0,On Time,No,,Card,Gate Payment,Al Yarmouk,Sulaimaniah,2025-02-22,Female
TKT1000284,1 Month,Standard,140,47,Adult,140.0,Cancelled,Yes,,Card,Darb App,KAFD,King Fahad District 2,2025-01-07,Female
TKT1000285,3 Days,Standard,20,55,Adult,20.0,Cancelled,Yes,,Apple Pay,Ticket Office,Alinma,Al Dhubab,2025-04-05,Female
TKT1000286,3 Days,First Class,50,10,School Student,25.0,On Time,No,,Cash,Ticket Office,Al Dhubab,Princess Nourah University,2025-02-22,Female
TKT1000287,3 Days,Standard,20,62,Senior,10.0,Cancelled,Yes,,Card,Darb App,Al Dooh,Al Aziziyah,2025-05-05,Male
TKT1000288,1 Month,First Class,350,43,Adult,350.0,Cancelled,Yes,,Card,Darb App,Al Murabba,KSU,2025-03-24,Male
TKT1000289,3 Days,First Class,50,8,School Student,25.0,Delayed,No,Technical Issue,Card,Darb App,KAFD,Ministry of Interior,2025-02-27,Female
TKT1000290,1 Month,First Class,350,60,Senior,175.0,Cancelled,Yes,,Card,TVM,Al Murabba,Qasr Al Hokm,2025-04-05,Female
TKT1000291,1 Month,First Class,350,39,Adult,350.0,On Time,No,,Card,Gate Payment,Al Batha,Al Oruba,2025-04-30,Female
TKT1000292,1 Month,First Class,350,9,School Student,175.0,On Time,No,,Cash,TVM,Ministry of Interior,National Museum,2024-12-26,Male
TKT1000293,1 Month,First Class,350,23,University Student,175.0,Cancelled,Yes,,Apple Pay,Ticket Office,Al Rabi,Princess Nourah University,2025-03-25,Male
TKT1000294,1 Month,Standard,140,70,Senior,70.0,Cancelled,Yes,,Apple Pay,Gate Payment,Al Batha,Manfouha,2025-03-29,Male
TKT1000295,3 Days,Standard,20,45,Adult,20.0,On Time,No,,Apple Pay,Darb App,Al Aziziyah,KSU,2025-02-14,Male
TKT1000296,1 Month,Standard,140,75,Senior,70.0,Cancelled,Yes,,Cash,TVM,Al Batha,Al Yarmouk,2024-12-27,Female
TKT1000297,2 Hours,Standard,4,43,Adult,4.0,Cancelled,Yes,,Apple Pay,Ticket Office,King Fahad District 2,Al Nuzha,2025-04-30,Male
TKT1000298,2 Hours,First Class,10,56,Adult,10.0,On Time,No,,Card,TVM,West Station,STC,2025-01-16,Female
TKT1000299,1 Month,First Class,350,68,Senior,175.0,On Time,No,,Apple Pay,TVM,Al Muruj,Al Batha,2025-02-08,Male
TKT1000300,1 Month,Standard,140,59,Adult,140.0,On Time,No,,Apple Pay,Darb App,STC,SABB,2025-02-22,Female
TKT1000301,7 Days,First Class,100,21,University Student,50.0,Cancelled,Yes,,Apple Pay,TVM,Sulaimaniah,King Fahad District,2025-01-17,Female
TKT1000302,7 Days,First Class,100,68,Senior,50.0,On Time,No,,Card,Darb App,National Museum,SABB,2024-12-16,Male
TKT1000303,3 Days,Standard,20,54,Adult,20.0,Cancelled,Yes,,Apple Pay,Gate Payment,Ghornata,KKIA,2025-03-10,Male
TKT1000304,3 Days,Standard,20,66,Senior,10.0,Delayed,No,Maintenance,Apple Pay,Darb App,KKIA,West Station,2025-04-15,Male
TKT1000305,3 Days,Standard,20,65,Senior,10.0,Cancelled,Yes,,Card,Darb App,Sulaimaniah,King Saud,2025-04-22,Female
TKT1000306,2 Hours,First Class,10,60,Senior,5.0,Cancelled,Yes,,Apple Pay,TVM,Imam University,Al Murabba,2025-01-18,Male
TKT1000307,2 Hours,Standard,4,50,Adult,4.0,Cancelled,Yes,,Apple Pay,Darb App,Al Dhubab,King Fahad District,2025-02-22,Female
TKT1000308,3 Days,Standard,20,71,Senior,10.0,On Time,No,,Card,TVM,KAFD,Ghornata,2025-02-19,Female
TKT1000309,7 Days,Standard,40,73,Senior,20.0,On Time,No,,Card,Gate Payment,Ghornata,Al Dooh,2025-02-12,Female
TKT1000310,2 Hours,First Class,10,31,Adult,10.0,Cancelled,Yes,,Card,Darb App,Al Worood,King Saud,2025-01-13,Female
TKT1000311,7 Days,Standard,40,57,Adult,40.0,On Time,No,,Apple Pay,Darb App,Ad Dar Al Baida,Princess Nourah University,2025-02-15,Male
TKT1000312,3 Days,First Class,50,20,University Student,25.0,Cancelled,Yes,,Apple Pay,Ticket Office,King Saud,Al Murabba,2025-01-18,Male
TKT1000313,3 Days,First Class,50,49,Adult,50.0,Cancelled,Yes,,Apple Pay,Darb App,Al Muruj,King Fahad District,2025-03-13,Female
TKT1000314,2 Hours,Standard,4,29,University Student,2.0,Delayed,No,Maintenance,Cash,TVM,KSU,Alinma,2025-03-31,Male
TKT1000315,1 Month,Standard,140,49,Adult,140.0,Cancelled,Yes,,Cash,Ticket Office,STC,Bank Albilad,2024-12-20,Male
TKT1000316,7 Days,Standard,40,69,Senior,20.0,On Time,No,,Card,TVM,Al Dooh,STC,2025-02-26,
TKT1000317,2 Hours,First Class,10,41,Adult,10.0,Cancelled,Yes,,Card,Darb App,Al Batha,Olaya,2025-03-05,Female
TKT1000318,1 Month,Standard,140,36,Adult,140.0,Cancelled,Yes,,Cash,Ticket Office,Al Dhubab,King Fahad District,2025-01-23,Male
TKT1000319,2 Hours,First Class,10,11,School Student,5.0,On Time,No,,Card,Ticket Office,King Saud,KAFD,2025-03-09,Female
TKT1000320,2 Hours,Standard,4,63,Senior,2.0,Cancelled,Yes,,Apple Pay,TVM,Al Dhubab,Al Yarmouk,2025-01-16,Female
TKT1000321,3 Days,Standard,20,1,Child,0.0,Cancelled,Yes,,Card,Gate Payment,Al Aziziyah,Bank Albilad,2024-12-07,Female
TKT1000322,1 Month,Standard,140,69,Senior,70.0,On Time,No,,Card,TVM,Al Nuzha,West Station,2025-01-30,Female
TKT1000323,2 Hours,First Class,10,33,Adult,10.0,On Time,No,,Card,TVM,Ghornata,KSU,2025-02-06,Female
TKT1000324,3 Days,Standard,20,45,Adult,20.0,Cancelled,Yes,,Card,Gate Payment,King Fahad District,Bank Albilad,2025-02-02,Female
TKT1000325,3 Days,First Class,50,14,School Student,25.0,On Time,No,,Apple Pay,Ticket Office,West Station,Al Dooh,2025-04-15,Male
TKT1000326,7 Days,Standard,40,13,School Student,20.0,Delayed,No,Maintenance,Apple Pay,Ticket Office,SABB,Al Oruba,2025-02-25,Female
TKT1000327,1 Month,First Class,350,26,University Student,175.0,Cancelled,Yes,,Apple Pay,Ticket Office,Imam University,King Saud,2024-12-25,Male
TKT1000328,7 Days,First Class,100,71,Senior,50.0,On Time,No,,Apple Pay,Darb App,Al Worood,Ghornata,2025-02-11,Male
TKT1000329,1 Month,First Class,350,48,Adult,350.0,Cancelled,Yes,,Apple Pay,Darb App,West Station,SABB,2025-02-22,Female
TKT1000330,2 Hours,First Class,10,8,School Student,5.0,Delayed,No,Maintenance,Cash,Ticket Office,KAFD,SABB,2024-12-28,Male
TKT1000331,3 Days,Standard,20,75,Senior,10.0,On Time,No,,Card,Gate Payment,KSU,Olaya,2025-04-24,Female
TKT1000332,3 Days,Standard,20,65,Senior,10.0,Cancelled,Yes,,Apple Pay,Gate Payment,King Fahad District,Sulaimaniah,2025-01-09,Female
TKT1000333,3 Days,Standard,20,24,University Student,10.0,On Time,No,,Cash,Ticket Office,Manfouha,Al Dooh,2024-12-23,Male
TKT1000334,7 Days,Standard,40,22,University Student,20.0,Delayed,No,Technical Issue,Card,Gate Payment,West Station,Al Yarmouk,2025-02-15,Male
TKT1000335,2 Hours,First Class,10,27,University Student,5.0,Cancelled,Yes,,Apple Pay,Darb App,Al Oruba,West Station,2024-12-12,Female
TKT1000336,3 Days,First Class,50,73,Senior,25.0,Delayed,No,Technical Issue,Card,TVM,KKIA,Al Muruj,2025-04-20,Female
TKT1000337,1 Month,First Class,350,51,Adult,350.0,On Time,No,,Card,Darb App,Al Rabi,Al Muruj,2025-01-12,Female
TKT1000338,1 Month,Standard,140,58,Adult,140.0,Delayed,No,Maintenance,Cash,TVM,Al Aziziyah,King Fahad District 2,2025-03-24,Female
TKT1000339,1 Month,Standard,140,53,Adult,140.0,Delayed,No,Technical Issue,Apple Pay,Gate Payment,STC,King Fahad District,2025-02-17,Male
TKT1000340,2 Hours,First Class,10,67,Senior,5.0,On Time,No,,Card,Ticket Office,STC,King Saud,2024-12-23,Male
TKT1000341,7 Days,Standard,40,51,Adult,40.0,On Time,No,,Card,TVM,Al Rabi,Al Worood,2025-04-07,Male
TKT1000342,3 Days,Standard,20,4,Child,0.0,Cancelled,Yes,,Card,Gate Payment,Ad Dar Al Baida,Princess Nourah University,2025-04-21,Male
TKT1000343,1 Month,Standard,140,46,Adult,140.0,Cancelled,Yes,,Apple Pay,Ticket Office,Al Muruj,STC,2024-12-20,Male
TKT1000344,1 Month,First Class,350,49,Adult,350.0,On Time,No,,Apple Pay,Darb App,Al Worood,Princess Nourah University,2025-04-23,Female
TKT1000345,1 Month,Standard,140,18,School Student,70.0,Delayed,No,Technical Issue,Apple Pay,TVM,Ghornata,National Museum,2025-02-10,Male
TKT1000346,7 Days,First Class,100,20,University Student,50.0,On Time,No,,Card,Darb App,National Museum,STC,2024-12-12,Female
TKT1000347,1 Month,First Class,350,54,Adult,350.0,On Time,No,,Apple Pay,Darb App,Alinma,KAFD,2025-03-28,Male
TKT1000348,7 Days,Standard,40,53,Adult,40.0,Cancelled,Yes,,Card,Gate Payment,KSU,Al Muruj,2025-03-31,Male
TKT1000349,3 Days,Standard,20,10,School Student,10.0,Cancelled,Yes,,Apple Pay,Gate Payment,Ministry of Interior,Al Yarmouk,2024-12-13,Female
TKT1000350,2 Hours,First Class,10,79,Senior,5.0,On Time,No,,Apple Pay,TVM,Alinma,West Station,2025-02-22,Male
TKT1000351,7 Days,Standard,40,54,Adult,40.0,Cancelled,Yes,,Apple Pay,TVM,Princess Nourah University,KKIA,2025-01-23,Female
TKT1000352,2 Hours,First Class,10,76,Senior,5.0,Cancelled,Yes,,Card,Gate Payment,Ministry of Interior,Ghornata,2025-02-25,Male
TKT1000353,1 Month,Standard,140,3,Child,0.0,On Time,No,,Card,Darb App,Bank Albilad,Ministry of Interior,2025-04-26,Female
TKT1000354,1 Month,First Class,350,58,Adult,350.0,On Time,No,,Cash,TVM,KKIA,King Fahad Library,2025-01-22,Male
TKT1000355,3 Days,Standard,20,48,Adult,20.0,Cancelled,Yes,,Apple Pay,Gate Payment,Imam University,King Saud,2025-01-28,Female
TKT1000356,1 Month,Standard,140,30,University Student,70.0,Delayed,No,Maintenance,Apple Pay,Darb App,Al Aziziyah,Olaya,2025-04-08,Female
TKT1000357,7 Days,Standard,40,70,Senior,20.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Sulaimaniah,Bank Albilad,2025-04-06,Male
TKT1000358,2 Hours,Standard,4,57,Adult,4.0,Cancelled,Yes,,Card,Darb App,Al Aziziyah,Sulaimaniah,2024-12-03,Male
TKT1000359,2 Hours,Standard,4,21,University Student,2.0,Delayed,No,Technical Issue,Card,Darb App,Al Aziziyah,SABB,2024-12-19,Female
TKT1000360,2 Hours,Standard,4,69,Senior,2.0,Delayed,No,Technical Issue,Apple Pay,Darb App,Princess Nourah University,Ministry of Interior,2025-01-20,Female
TKT1000361,1 Month,Standard,140,39,Adult,140.0,On Time,No,,Cash,Ticket Office,Alinma,Ad Dar Al Baida,2025-02-22,Female
TKT1000362,1 Month,Standard,140,40,Adult,140.0,Delayed,No,Maintenance,Card,TVM,King Fahad Library,King Saud,2025-02-16,Male
TKT1000363,2 Hours,Standard,4,28,University Student,2.0,On Time,No,,Apple Pay,TVM,West Station,Al Murabba,2025-01-28,Male
